                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.4325,                 1.3211,                 1.3855,                 0.7039,                0.60711,                0.62691,                0.41643,                  1.485,                 2.4482,                 1.6176,              0.0098812,              0.0098812,              0.0098812
                     15,                 1.4314,                 1.2712,                 1.3726,                0.72732,                0.62014,                0.64343,                0.42925,                 1.5263,                 2.3823,                 1.6053,              0.0098713,              0.0098713,              0.0098713
                     16,                 1.4044,                 1.2375,                  1.361,                0.86981,                 0.6604,                0.70613,                0.48701,                 1.3744,                 2.1805,                 1.5233,              0.0098614,              0.0098614,              0.0098614
                     17,                 1.3426,                 1.1438,                 1.3104,                0.89724,                0.64149,                0.70555,                 0.5027,                 1.3499,                 2.1289,                 1.5228,              0.0098515,              0.0098515,              0.0098515
                     18,                 1.3307,                 1.1557,                 1.3076,                0.82613,                0.65304,                0.68764,                0.48427,                 1.3594,                 2.0255,                 1.5286,              0.0098416,              0.0098416,              0.0098416
                     19,                 1.3254,                 1.1424,                 1.3007,                0.78071,                0.66124,                0.68237,                0.48143,                 1.3305,                 2.0804,                 1.4743,              0.0098317,              0.0098317,              0.0098317
                     20,                 1.3056,                 1.0814,                 1.2974,                0.83315,                0.68692,                0.70732,                0.51624,                 1.3031,                 2.0361,                 1.4599,              0.0098218,              0.0098218,              0.0098218
                     21,                 1.2911,                 1.0501,                 1.2719,                0.90875,                0.67281,                0.71765,                 0.5151,                 1.2943,                  1.838,                 1.4418,              0.0098119,              0.0098119,              0.0098119
                     22,                 1.3075,                0.98932,                 1.2803,                0.89791,                 0.6654,                0.72586,                0.53593,                 1.2605,                 1.7989,                 1.4344,               0.009802,               0.009802,               0.009802
                     23,                 1.2416,                0.98916,                 1.2574,                0.91491,                0.67371,                0.72522,                0.48717,                 1.3885,                 1.9011,                 1.4648,              0.0097921,              0.0097921,              0.0097921
                     24,                 1.2365,                0.94591,                 1.2536,                0.94675,                0.66354,                0.74417,                0.53282,                 1.3039,                 1.7369,                 1.4209,              0.0097822,              0.0097822,              0.0097822
                     25,                  1.245,                0.93679,                 1.2674,                0.94711,                0.69198,                0.75173,                0.57127,                 1.1815,                 1.6702,                 1.3549,              0.0097723,              0.0097723,              0.0097723
                     26,                 1.2344,                0.92416,                  1.241,                0.94626,                0.67521,                0.74469,                0.55693,                 1.2028,                  1.661,                 1.3738,              0.0097624,              0.0097624,              0.0097624
                     27,                 1.2657,                0.92555,                 1.2655,                0.92799,                0.69946,                0.75651,                 0.5167,                  1.332,                 1.6506,                 1.4248,              0.0097525,              0.0097525,              0.0097525
                     28,                 1.2001,                0.86336,                 1.2105,                0.96481,                0.70723,                0.76067,                0.56207,                 1.2053,                 1.5663,                 1.3566,              0.0097426,              0.0097426,              0.0097426
                     29,                 1.1907,                 0.8758,                 1.2206,                0.94499,                0.69343,                0.76026,                0.56253,                 1.2089,                 1.5513,                 1.3542,              0.0097327,              0.0097327,              0.0097327
                     30,                  1.187,                0.84385,                 1.2164,                0.93262,                0.73121,                0.79086,                0.52454,                 1.3169,                 1.5176,                 1.4132,              0.0097228,              0.0097228,              0.0097228
                     31,                 1.1992,                0.90216,                 1.2417,                0.93018,                 0.7276,                0.78679,                0.58652,                 1.1891,                 1.4098,                 1.3264,              0.0097129,              0.0097129,              0.0097129
                     32,                 1.1501,                0.82016,                  1.184,                0.93531,                0.73809,                0.78855,                0.59645,                 1.1257,                 1.3557,                 1.2872,               0.009703,               0.009703,               0.009703
                     33,                 1.1654,                0.81474,                 1.2061,                0.95126,                0.72026,                0.78851,                0.58342,                 1.1644,                 1.3698,                 1.3012,              0.0096931,              0.0096931,              0.0096931
                     34,                 1.1363,                0.80737,                  1.196,                0.94335,                0.70796,                 0.7665,                0.57027,                 1.2109,                 1.4688,                 1.3185,              0.0096832,              0.0096832,              0.0096832
                     35,                 1.1305,                0.80679,                  1.196,                0.93278,                0.73053,                0.78526,                0.55756,                 1.2777,                 1.3897,                 1.3535,              0.0096733,              0.0096733,              0.0096733
                     36,                 1.1094,                 0.7992,                 1.1658,                0.93744,                0.70889,                0.79492,                0.58107,                 1.1647,                  1.308,                 1.3056,              0.0096634,              0.0096634,              0.0096634
                     37,                 1.1404,                0.78039,                 1.1752,                0.92876,                0.73009,                0.80261,                0.59932,                 1.1406,                 1.2125,                 1.2901,              0.0096535,              0.0096535,              0.0096535
                     38,                 1.1297,                0.78513,                 1.1806,                0.93584,                0.75543,                0.82296,                0.60604,                 1.1566,                 1.1783,                  1.287,              0.0096436,              0.0096436,              0.0096436
                     39,                 1.1202,                0.76872,                 1.1799,                0.95114,                0.73919,                0.81875,                0.61567,                 1.1455,                 1.1618,                  1.294,              0.0096337,              0.0096337,              0.0096337
                     40,                 1.1143,                0.74748,                 1.1716,                 0.9545,                0.74558,                0.82537,                0.60253,                 1.1648,                 1.1889,                 1.2794,              0.0096238,              0.0096238,              0.0096238
                     41,                 1.1164,                0.75415,                 1.1685,                0.96479,                0.74975,                0.83841,                0.62647,                 1.1297,                 1.1173,                 1.2644,              0.0096139,              0.0096139,              0.0096139
                     42,                 1.1099,                0.75612,                 1.1639,                0.94603,                0.75843,                0.83799,                0.59131,                 1.2452,                 1.1073,                 1.3461,               0.009604,               0.009604,               0.009604
                     43,                 1.0898,                0.70908,                 1.1542,                0.95551,                 0.7391,                0.83665,                0.61286,                 1.1525,                 1.1128,                 1.2704,              0.0095941,              0.0095941,              0.0095941
                     44,                 1.0846,                0.72819,                 1.1486,                0.93994,                0.75209,                 0.8291,                0.60851,                  1.142,                 1.0755,                 1.2628,              0.0095842,              0.0095842,              0.0095842
                     45,                 1.0755,                0.70634,                 1.1571,                0.93299,                0.75702,                0.82065,                0.62333,                 1.0806,                 1.1137,                 1.2461,              0.0095743,              0.0095743,              0.0095743
                     46,                  1.073,                0.72074,                 1.1543,                0.93401,                0.74155,                0.81828,                 0.6068,                 1.1294,                 1.0976,                 1.2544,              0.0095644,              0.0095644,              0.0095644
                     47,                 1.0658,                 0.7253,                 1.1619,                0.95485,                 0.7562,                0.85515,                0.63875,                 1.0867,                  1.048,                 1.2365,              0.0095545,              0.0095545,              0.0095545
                     48,                 1.0622,                0.67454,                 1.1385,                0.97555,                0.73809,                0.84055,                0.61782,                 1.1398,                 1.0495,                 1.2722,              0.0095446,              0.0095446,              0.0095446
                     49,                 1.0748,                0.68229,                 1.1535,                0.92824,                0.76201,                0.84663,                 0.5931,                 1.2481,                 1.1146,                 1.3076,              0.0095347,              0.0095347,              0.0095347
                     50,                 1.0667,                0.67167,                  1.146,                0.95052,                0.75057,                0.85976,                0.62879,                 1.1502,                0.98429,                 1.2701,              0.0095248,              0.0095248,              0.0095248
                     51,                 1.0411,                0.67447,                 1.1284,                0.93263,                0.75015,                0.84668,                0.62488,                 1.1384,                0.96534,                 1.2501,              0.0095149,              0.0095149,              0.0095149
                     52,                  1.043,                0.66848,                 1.1284,                0.96233,                0.75678,                 0.8592,                0.63596,                 1.1115,                0.96012,                 1.2507,               0.009505,               0.009505,               0.009505
                     53,                 1.0458,                0.66128,                 1.1346,                0.94927,                0.77225,                0.86546,                0.64061,                 1.0758,                0.96033,                 1.2234,              0.0094951,              0.0094951,              0.0094951
                     54,                  1.036,                0.66286,                 1.1438,                0.95609,                0.77505,                0.86097,                0.64085,                 1.0615,                 1.0507,                 1.2162,              0.0094852,              0.0094852,              0.0094852
                     55,                 1.0424,                0.65716,                 1.1403,                0.91867,                0.76539,                0.86548,                0.62806,                 1.1194,                0.95517,                 1.2377,              0.0094753,              0.0094753,              0.0094753
                     56,                 1.0211,                0.64026,                 1.1402,                0.95879,                0.76328,                0.86706,                0.63608,                 1.1135,                0.95428,                 1.2444,              0.0094654,              0.0094654,              0.0094654
                     57,                  1.043,                0.64156,                 1.1343,                0.90457,                0.79707,                0.87991,                 0.6624,                 1.0423,                0.96874,                 1.1971,              0.0094555,              0.0094555,              0.0094555
                     58,                 1.0036,                0.62955,                 1.1196,                0.92112,                0.77229,                0.87624,                0.66577,                 1.0451,                0.88568,                 1.2147,              0.0094456,              0.0094456,              0.0094456
                     59,                 1.0236,                0.64544,                 1.1208,                 0.9475,                0.77581,                 0.8575,                0.64366,                 1.0963,                0.91735,                 1.2237,              0.0094357,              0.0094357,              0.0094357
                     60,                 1.0007,                0.63586,                 1.1131,                0.92782,                0.80128,                0.87961,                0.64161,                 1.1168,                0.93978,                 1.2542,              0.0094258,              0.0094258,              0.0094258
                     61,                 1.0255,                0.62832,                 1.1315,                0.94548,                0.79714,                0.87121,                0.63591,                 1.1421,                 0.8941,                 1.2618,              0.0094159,              0.0094159,              0.0094159
                     62,                 1.0251,                0.62406,                 1.1162,                0.94781,                 0.7689,                0.87013,                0.65048,                 1.0761,                0.89585,                 1.2268,               0.009406,               0.009406,               0.009406
                     63,                 1.0212,                0.62956,                  1.124,                0.96262,                0.75835,                0.86386,                0.65096,                 1.1123,                0.92706,                 1.2655,              0.0093961,              0.0093961,              0.0093961
                     64,                  1.015,                0.60212,                  1.101,                0.96705,                0.76424,                0.88262,                0.66785,                 1.0472,                0.84434,                 1.1991,              0.0093862,              0.0093862,              0.0093862
                     65,                 1.0007,                0.60824,                 1.1165,                0.95509,                0.75389,                0.86886,                0.65296,                 1.0693,                  0.927,                 1.2177,              0.0093763,              0.0093763,              0.0093763
                     66,                 1.0107,                0.58986,                 1.1156,                0.94546,                0.77517,                0.87473,                0.66145,                 1.0207,                0.85265,                 1.2028,              0.0093664,              0.0093664,              0.0093664
                     67,                 1.0023,                0.60129,                 1.1112,                0.94707,                0.76639,                0.86176,                0.65292,                 1.0227,                 0.8653,                 1.1927,              0.0093565,              0.0093565,              0.0093565
                     68,                0.99158,                0.59518,                 1.1155,                0.93584,                0.78269,                0.87212,                0.66262,                 1.0147,                0.87908,                 1.1925,              0.0093466,              0.0093466,              0.0093466
                     69,                0.99238,                0.59611,                 1.1078,                0.93429,                0.78311,                0.88035,                0.66804,                  1.028,                0.82202,                 1.1902,              0.0093367,              0.0093367,              0.0093367
                     70,                 0.9973,                0.58625,                 1.1109,                0.93849,                0.76748,                0.88345,                0.66293,                 1.0851,                0.83726,                   1.21,              0.0093268,              0.0093268,              0.0093268
                     71,                 1.0068,                0.59573,                 1.1092,                0.95309,                0.77776,                0.88389,                0.64224,                 1.1113,                0.83311,                 1.2322,              0.0093169,              0.0093169,              0.0093169
                     72,                0.98861,                0.58652,                  1.098,                0.95347,                0.79003,                0.88433,                0.66954,                 1.0504,                0.81286,                 1.1973,               0.009307,               0.009307,               0.009307
                     73,                0.97555,                0.57905,                 1.0933,                0.94441,                 0.7928,                0.88433,                0.67508,                 1.0116,                0.80359,                  1.176,              0.0092971,              0.0092971,              0.0092971
                     74,                0.97757,                0.57322,                 1.0989,                0.95467,                0.78254,                0.88529,                 0.6596,                 1.0756,                0.83196,                 1.2045,              0.0092872,              0.0092872,              0.0092872
                     75,                0.97977,                0.58903,                 1.0953,                0.95945,                0.77704,                0.88827,                0.65422,                 1.0938,                0.83018,                 1.2221,              0.0092773,              0.0092773,              0.0092773
                     76,                0.97602,                0.57095,                 1.1101,                0.94522,                0.78512,                0.89066,                0.67547,                 1.0089,                0.80298,                  1.189,              0.0092674,              0.0092674,              0.0092674
                     77,                0.98086,                0.57722,                 1.1009,                0.92135,                0.80204,                0.90747,                0.68989,                 1.0355,                0.81665,                 1.1949,              0.0092575,              0.0092575,              0.0092575
                     78,                0.96092,                 0.5712,                 1.0932,                0.91237,                 0.8196,                0.88277,                 0.6606,                 1.0487,                0.85653,                 1.1976,              0.0092476,              0.0092476,              0.0092476
                     79,                0.98244,                 0.5839,                 1.0976,                0.95977,                0.76634,                0.88092,                0.66603,                 1.0435,                0.79458,                 1.1908,              0.0092377,              0.0092377,              0.0092377
                     80,                0.96341,                0.56368,                 1.0907,                0.97496,                0.76724,                0.89284,                0.69007,                0.99925,                0.78403,                 1.1687,              0.0092278,              0.0092278,              0.0092278
                     81,                 0.9691,                0.56763,                 1.1001,                0.96105,                0.77908,                0.90624,                0.68103,                  1.048,                0.79022,                  1.204,              0.0092179,              0.0092179,              0.0092179
                     82,                0.97668,                0.55766,                 1.0898,                0.93456,                0.79321,                 0.8834,                0.64977,                 1.0865,                0.78864,                 1.2191,               0.009208,               0.009208,               0.009208
                     83,                0.97885,                0.56435,                 1.0932,                0.93676,                  0.804,                0.88719,                0.68217,                0.99001,                0.78078,                 1.1646,              0.0091981,              0.0091981,              0.0091981
                     84,                0.96179,                0.55624,                 1.0924,                0.93152,                0.78113,                0.88499,                0.66053,                 1.0525,                0.79792,                 1.1992,              0.0091882,              0.0091882,              0.0091882
                     85,                0.94941,                0.57235,                 1.0872,                0.97311,                0.77029,                0.88882,                0.66378,                 1.0583,                0.75661,                 1.2087,              0.0091783,              0.0091783,              0.0091783
                     86,                0.95866,                  0.549,                 1.0932,                0.93603,                 0.8105,                0.90241,                0.69173,                0.98725,                0.74293,                 1.1656,              0.0091684,              0.0091684,              0.0091684
                     87,                0.95728,                0.54746,                 1.0841,                0.97766,                0.76569,                0.90406,                0.66772,                 1.0445,                0.74289,                 1.1919,              0.0091585,              0.0091585,              0.0091585
                     88,                0.93879,                0.54997,                 1.0828,                0.95826,                0.78382,                0.90558,                0.66822,                 1.0535,                0.75958,                 1.2026,              0.0091486,              0.0091486,              0.0091486
                     89,                0.95016,                0.54704,                 1.0852,                0.96381,                0.76364,                0.89044,                0.68136,                0.98867,                0.78823,                 1.1664,              0.0091387,              0.0091387,              0.0091387
                     90,                0.93821,                0.54387,                 1.0773,                0.84095,                0.85362,                0.88787,                0.66856,                   1.05,                0.78555,                 1.1861,              0.0091288,              0.0091288,              0.0091288
                     91,                0.95042,                0.55407,                 1.0826,                0.97269,                0.76932,                 0.8937,                0.68348,                0.99159,                0.73588,                 1.1669,              0.0091189,              0.0091189,              0.0091189
                     92,                0.95445,                0.53871,                  1.087,                0.96853,                0.76823,                0.88389,                 0.6657,                 1.0571,                0.74408,                 1.2047,               0.009109,               0.009109,               0.009109
                     93,                0.95251,                0.52856,                 1.0849,                0.95502,                0.78887,                0.88472,                0.68027,                0.97267,                0.72418,                 1.1626,              0.0090991,              0.0090991,              0.0090991
                     94,                0.93817,                0.52611,                 1.0805,                0.95356,                0.80265,                0.88596,                0.68101,                0.96775,                0.70275,                 1.1611,              0.0090892,              0.0090892,              0.0090892
                     95,                 0.9358,                 0.5412,                 1.0655,                0.93729,                0.81072,                0.89248,                0.67816,                0.98042,                0.76162,                 1.1567,              0.0090793,              0.0090793,              0.0090793
                     96,                0.92541,                0.52008,                 1.0757,                0.95598,                0.80972,                0.91044,                0.68431,                 1.0064,                0.72546,                 1.1701,              0.0090694,              0.0090694,              0.0090694
